Name,Hersteller,Funktion
Service 6501,SOP,"Kommunikation,Automatisierung"
Service 6502,HAW,"Diagnose,Sprachverarbeitung"
Service 6503,HAW,Kommunikation
Service 6504,HAW,Generierung
Service 6505,Fraunhofer IPA,Assistenz
Service 6506,SOP,"Generierung,Assistenz,Ueberwachung"
Service 6507,SOP,"Mustererkennung,Assistenz,Kommunikation"
Service 6508,SOP,"Clustering,Ueberwachung"
Service 6509,Fraunhofer IPA,Kommunikation
Service 6510,Fraunhofer IPA,Assistenz
Service 6511,SOP,"Analyse,Empfehlung"
Service 6512,Fraunhofer IPA,"Diagnose,Empfehlung,Mustererkennung"
Service 6513,SOP,"Assistenz,Empfehlung"
Service 6514,HAW,Kommunikation
Service 6515,Fraunhofer IPA,"Clustering,Optimierung"
Service 6516,SOP,"Optimierung,Mustererkennung"
Service 6517,HAW,Assistenz
Service 6518,Fraunhofer IPA,"Analyse,Optimierung"
Service 6519,SOP,"Ueberwachung,Mustererkennung,Generierung"
Service 6520,Fraunhofer IPA,Generierung
Service 6521,SOP,"Generierung,Mustererkennung"
Service 6522,HAW,"Ueberwachung,Automatisierung,Diagnose"
Service 6523,Fraunhofer IPA,"Generierung,Assistenz,Diagnose"
Service 6524,HAW,"Automatisierung,Assistenz,Ueberwachung"
Service 6525,SOP,"Optimierung,Diagnose"
Service 6526,Fraunhofer IPA,"Generierung,Optimierung"
Service 6527,SOP,Clustering
Service 6528,HAW,Assistenz
Service 6529,SOP,"Sprachverarbeitung,Assistenz"
Service 6530,SOP,"Assistenz,Kommunikation,Diagnose"
Service 6531,SOP,"Automatisierung,Sprachverarbeitung"
Service 6532,SOP,Kommunikation
Service 6533,HAW,"Diagnose,Automatisierung,Sprachverarbeitung"
Service 6534,HAW,Optimierung
Service 6535,Fraunhofer IPA,"Clustering,Empfehlung,Ueberwachung"
Service 6536,HAW,"Clustering,Generierung,Empfehlung"
Service 6537,HAW,"Mustererkennung,Empfehlung"
Service 6538,SOP,"Mustererkennung,Sprachverarbeitung"
Service 6539,Fraunhofer IPA,"Generierung,Analyse,Assistenz"
Service 6540,SOP,"Kommunikation,Analyse,Generierung"
Service 6541,HAW,"Ueberwachung,Sprachverarbeitung"
Service 6542,Fraunhofer IPA,"Optimierung,Empfehlung,Assistenz"
Service 6543,SOP,"Assistenz,Diagnose,Kommunikation"
Service 6544,SOP,"Sprachverarbeitung,Assistenz,Ueberwachung"
Service 6545,HAW,"Clustering,Ueberwachung"
Service 6546,Fraunhofer IPA,"Automatisierung,Diagnose,Kommunikation"
Service 6547,HAW,Ueberwachung
Service 6548,HAW,"Kommunikation,Diagnose,Clustering"
Service 6549,Fraunhofer IPA,Clustering
Service 6550,Fraunhofer IPA,"Generierung,Diagnose"
Service 6551,SOP,Generierung
Service 6552,SOP,"Clustering,Ueberwachung"
Service 6553,SOP,Analyse
Service 6554,Fraunhofer IPA,"Kommunikation,Assistenz,Clustering"
Service 6555,HAW,"Assistenz,Empfehlung,Kommunikation"
Service 6556,HAW,"Automatisierung,Mustererkennung,Sprachverarbeitung"
Service 6557,SOP,"Optimierung,Diagnose,Ueberwachung"
Service 6558,HAW,Automatisierung
Service 6559,Fraunhofer IPA,Analyse
Service 6560,SOP,Sprachverarbeitung
Service 6561,Fraunhofer IPA,"Kommunikation,Diagnose"
Service 6562,SOP,"Empfehlung,Generierung"
Service 6563,HAW,"Mustererkennung,Assistenz,Clustering"
Service 6564,Fraunhofer IPA,"Clustering,Optimierung,Ueberwachung"
Service 6565,SOP,"Analyse,Mustererkennung"
Service 6566,HAW,"Optimierung,Automatisierung,Kommunikation"
Service 6567,Fraunhofer IPA,"Mustererkennung,Optimierung,Diagnose"
Service 6568,Fraunhofer IPA,Empfehlung
Service 6569,SOP,"Generierung,Analyse,Kommunikation"
Service 6570,Fraunhofer IPA,"Optimierung,Kommunikation,Assistenz"
Service 6571,SOP,Diagnose
Service 6572,HAW,Clustering
Service 6573,Fraunhofer IPA,Automatisierung
Service 6574,SOP,Analyse
Service 6575,HAW,"Diagnose,Kommunikation,Sprachverarbeitung"
Service 6576,Fraunhofer IPA,"Empfehlung,Ueberwachung"
Service 6577,SOP,Sprachverarbeitung
Service 6578,Fraunhofer IPA,"Empfehlung,Kommunikation"
Service 6579,HAW,"Analyse,Sprachverarbeitung"
Service 6580,HAW,"Diagnose,Optimierung"
Service 6581,Fraunhofer IPA,Sprachverarbeitung
Service 6582,SOP,"Clustering,Analyse"
Service 6583,SOP,Diagnose
Service 6584,SOP,Optimierung
Service 6585,HAW,Ueberwachung
Service 6586,SOP,"Assistenz,Kommunikation,Sprachverarbeitung"
Service 6587,Fraunhofer IPA,"Mustererkennung,Clustering"
Service 6588,Fraunhofer IPA,"Sprachverarbeitung,Generierung,Empfehlung"
Service 6589,SOP,Assistenz
Service 6590,Fraunhofer IPA,"Sprachverarbeitung,Empfehlung,Ueberwachung"
Service 6591,HAW,Optimierung
Service 6592,SOP,Diagnose
Service 6593,Fraunhofer IPA,Empfehlung
Service 6594,HAW,Sprachverarbeitung
Service 6595,SOP,"Mustererkennung,Analyse"
Service 6596,HAW,Sprachverarbeitung
Service 6597,HAW,Kommunikation
Service 6598,SOP,"Kommunikation,Analyse,Optimierung"
Service 6599,HAW,Diagnose
Service 6600,Fraunhofer IPA,"Optimierung,Automatisierung"
Service 6601,SOP,"Assistenz,Clustering,Mustererkennung"
Service 6602,Fraunhofer IPA,"Empfehlung,Mustererkennung"
Service 6603,HAW,Clustering
Service 6604,HAW,"Analyse,Sprachverarbeitung"
Service 6605,SOP,"Generierung,Mustererkennung,Automatisierung"
Service 6606,Fraunhofer IPA,"Ueberwachung,Automatisierung"
Service 6607,SOP,"Assistenz,Analyse,Empfehlung"
Service 6608,HAW,"Analyse,Generierung,Optimierung"
Service 6609,SOP,Empfehlung
Service 6610,HAW,"Analyse,Automatisierung"
Service 6611,Fraunhofer IPA,Empfehlung
Service 6612,HAW,"Analyse,Automatisierung"
Service 6613,HAW,"Automatisierung,Optimierung"
Service 6614,HAW,Sprachverarbeitung
Service 6615,HAW,Sprachverarbeitung
Service 6616,HAW,"Ueberwachung,Kommunikation,Generierung"
Service 6617,Fraunhofer IPA,Analyse
Service 6618,Fraunhofer IPA,"Kommunikation,Generierung"
Service 6619,SOP,Mustererkennung
Service 6620,Fraunhofer IPA,"Ueberwachung,Sprachverarbeitung"
Service 6621,HAW,"Optimierung,Generierung"
Service 6622,HAW,"Empfehlung,Optimierung"
Service 6623,SOP,"Ueberwachung,Kommunikation,Diagnose"
Service 6624,Fraunhofer IPA,Generierung
Service 6625,Fraunhofer IPA,"Sprachverarbeitung,Mustererkennung"
Service 6626,SOP,"Clustering,Analyse,Kommunikation"
Service 6627,SOP,"Diagnose,Analyse"
Service 6628,HAW,"Generierung,Empfehlung"
Service 6629,SOP,"Ueberwachung,Mustererkennung,Analyse"
Service 6630,HAW,"Mustererkennung,Kommunikation"
Service 6631,Fraunhofer IPA,Analyse
Service 6632,SOP,"Sprachverarbeitung,Kommunikation,Diagnose"
Service 6633,Fraunhofer IPA,"Diagnose,Mustererkennung"
Service 6634,HAW,"Diagnose,Analyse"
Service 6635,SOP,Generierung
Service 6636,Fraunhofer IPA,"Analyse,Sprachverarbeitung"
Service 6637,SOP,"Analyse,Empfehlung"
Service 6638,SOP,Mustererkennung
Service 6639,HAW,"Analyse,Generierung"
Service 6640,Fraunhofer IPA,Clustering
Service 6641,Fraunhofer IPA,"Empfehlung,Clustering,Kommunikation"
Service 6642,HAW,"Analyse,Assistenz,Mustererkennung"
Service 6643,SOP,"Generierung,Assistenz"
Service 6644,Fraunhofer IPA,Clustering
Service 6645,HAW,"Analyse,Generierung,Kommunikation"
Service 6646,SOP,"Automatisierung,Sprachverarbeitung,Optimierung"
Service 6647,SOP,"Assistenz,Empfehlung,Optimierung"
Service 6648,Fraunhofer IPA,"Assistenz,Kommunikation"
Service 6649,SOP,Mustererkennung
Service 6650,Fraunhofer IPA,"Generierung,Analyse"
Service 6651,SOP,"Mustererkennung,Kommunikation"
Service 6652,SOP,Analyse
Service 6653,SOP,Generierung
Service 6654,HAW,"Assistenz,Sprachverarbeitung,Diagnose"
Service 6655,SOP,"Kommunikation,Diagnose,Sprachverarbeitung"
Service 6656,Fraunhofer IPA,"Optimierung,Analyse"
Service 6657,HAW,Analyse
Service 6658,Fraunhofer IPA,Analyse
Service 6659,Fraunhofer IPA,Automatisierung
Service 6660,Fraunhofer IPA,Empfehlung
Service 6661,HAW,"Ueberwachung,Sprachverarbeitung"
Service 6662,Fraunhofer IPA,"Clustering,Optimierung,Sprachverarbeitung"
Service 6663,SOP,"Optimierung,Automatisierung"
Service 6664,SOP,"Kommunikation,Empfehlung"
Service 6665,SOP,"Analyse,Clustering"
Service 6666,HAW,"Empfehlung,Optimierung"
Service 6667,SOP,"Generierung,Kommunikation,Empfehlung"
Service 6668,Fraunhofer IPA,"Sprachverarbeitung,Clustering,Generierung"
Service 6669,Fraunhofer IPA,"Diagnose,Automatisierung,Assistenz"
Service 6670,SOP,"Empfehlung,Generierung,Diagnose"
Service 6671,SOP,"Empfehlung,Ueberwachung"
Service 6672,HAW,"Ueberwachung,Mustererkennung"
Service 6673,HAW,"Sprachverarbeitung,Empfehlung"
Service 6674,Fraunhofer IPA,"Diagnose,Clustering"
Service 6675,HAW,"Automatisierung,Kommunikation"
Service 6676,HAW,Automatisierung
Service 6677,HAW,"Mustererkennung,Empfehlung,Generierung"
Service 6678,SOP,"Kommunikation,Diagnose"
Service 6679,SOP,"Ueberwachung,Kommunikation,Generierung"
Service 6680,SOP,Ueberwachung
Service 6681,SOP,"Sprachverarbeitung,Analyse,Empfehlung"
Service 6682,Fraunhofer IPA,"Automatisierung,Generierung"
Service 6683,Fraunhofer IPA,"Ueberwachung,Assistenz,Diagnose"
Service 6684,HAW,Kommunikation
Service 6685,HAW,Assistenz
Service 6686,SOP,"Sprachverarbeitung,Automatisierung,Optimierung"
Service 6687,SOP,"Clustering,Empfehlung"
Service 6688,HAW,"Clustering,Mustererkennung,Diagnose"
Service 6689,Fraunhofer IPA,"Optimierung,Mustererkennung"
Service 6690,Fraunhofer IPA,"Sprachverarbeitung,Empfehlung,Assistenz"
Service 6691,HAW,"Sprachverarbeitung,Kommunikation,Automatisierung"
Service 6692,SOP,"Diagnose,Empfehlung,Generierung"
Service 6693,SOP,Mustererkennung
Service 6694,HAW,"Optimierung,Mustererkennung,Diagnose"
Service 6695,SOP,Assistenz
Service 6696,SOP,"Ueberwachung,Assistenz"
Service 6697,HAW,Ueberwachung
Service 6698,Fraunhofer IPA,"Empfehlung,Automatisierung,Clustering"
Service 6699,SOP,"Assistenz,Ueberwachung"
Service 6700,HAW,"Mustererkennung,Ueberwachung"
Service 6701,SOP,Optimierung
Service 6702,HAW,"Mustererkennung,Clustering"
Service 6703,SOP,"Ueberwachung,Diagnose"
Service 6704,SOP,"Mustererkennung,Diagnose,Generierung"
Service 6705,SOP,"Empfehlung,Sprachverarbeitung"
Service 6706,SOP,"Mustererkennung,Diagnose"
Service 6707,HAW,"Mustererkennung,Generierung,Automatisierung"
Service 6708,SOP,"Analyse,Diagnose,Optimierung"
Service 6709,Fraunhofer IPA,Assistenz
Service 6710,SOP,"Generierung,Optimierung,Automatisierung"
Service 6711,HAW,Automatisierung
Service 6712,SOP,"Optimierung,Assistenz,Mustererkennung"
Service 6713,SOP,"Sprachverarbeitung,Empfehlung"
Service 6714,Fraunhofer IPA,Optimierung
Service 6715,HAW,"Kommunikation,Optimierung,Assistenz"
Service 6716,HAW,"Assistenz,Automatisierung"
Service 6717,SOP,"Clustering,Automatisierung,Kommunikation"
Service 6718,Fraunhofer IPA,"Mustererkennung,Clustering,Kommunikation"
Service 6719,SOP,Generierung
Service 6720,HAW,"Optimierung,Sprachverarbeitung,Mustererkennung"
Service 6721,HAW,Assistenz
Service 6722,Fraunhofer IPA,Mustererkennung
Service 6723,SOP,"Assistenz,Generierung,Kommunikation"
Service 6724,HAW,"Sprachverarbeitung,Optimierung"
Service 6725,Fraunhofer IPA,"Mustererkennung,Kommunikation,Clustering"
Service 6726,HAW,"Ueberwachung,Assistenz"
Service 6727,Fraunhofer IPA,"Diagnose,Optimierung"
Service 6728,Fraunhofer IPA,Clustering
Service 6729,HAW,Automatisierung
Service 6730,SOP,"Analyse,Clustering"
Service 6731,SOP,"Analyse,Automatisierung"
Service 6732,SOP,"Mustererkennung,Generierung,Automatisierung"
Service 6733,Fraunhofer IPA,Ueberwachung
Service 6734,Fraunhofer IPA,Sprachverarbeitung
Service 6735,HAW,Analyse
Service 6736,SOP,"Sprachverarbeitung,Assistenz,Optimierung"
Service 6737,HAW,"Assistenz,Automatisierung"
Service 6738,Fraunhofer IPA,"Kommunikation,Empfehlung"
Service 6739,Fraunhofer IPA,"Automatisierung,Sprachverarbeitung"
Service 6740,HAW,"Kommunikation,Assistenz"
Service 6741,HAW,"Optimierung,Ueberwachung"
Service 6742,HAW,"Clustering,Kommunikation"
Service 6743,HAW,Clustering
Service 6744,HAW,Ueberwachung
Service 6745,SOP,"Analyse,Automatisierung"
Service 6746,SOP,Sprachverarbeitung
Service 6747,HAW,"Sprachverarbeitung,Generierung"
Service 6748,SOP,"Generierung,Analyse"
Service 6749,HAW,"Empfehlung,Kommunikation"
Service 6750,Fraunhofer IPA,Sprachverarbeitung
Service 6751,Fraunhofer IPA,Sprachverarbeitung
Service 6752,HAW,"Analyse,Kommunikation,Ueberwachung"
Service 6753,HAW,Generierung
Service 6754,Fraunhofer IPA,"Clustering,Optimierung,Generierung"
Service 6755,SOP,"Kommunikation,Automatisierung"
Service 6756,Fraunhofer IPA,Kommunikation
Service 6757,SOP,"Clustering,Mustererkennung"
Service 6758,HAW,Mustererkennung
Service 6759,HAW,"Assistenz,Mustererkennung"
Service 6760,Fraunhofer IPA,Empfehlung
Service 6761,HAW,Empfehlung
Service 6762,Fraunhofer IPA,"Sprachverarbeitung,Generierung,Optimierung"
Service 6763,SOP,"Ueberwachung,Generierung"
Service 6764,Fraunhofer IPA,Assistenz
Service 6765,Fraunhofer IPA,"Ueberwachung,Sprachverarbeitung"
Service 6766,SOP,"Analyse,Optimierung"
Service 6767,SOP,"Analyse,Empfehlung"
Service 6768,SOP,Assistenz
Service 6769,SOP,"Clustering,Diagnose"
Service 6770,SOP,Mustererkennung
Service 6771,SOP,"Clustering,Empfehlung,Mustererkennung"
Service 6772,SOP,"Ueberwachung,Sprachverarbeitung"
Service 6773,SOP,Empfehlung
Service 6774,Fraunhofer IPA,"Ueberwachung,Mustererkennung,Automatisierung"
Service 6775,HAW,"Empfehlung,Automatisierung,Generierung"
Service 6776,Fraunhofer IPA,Automatisierung
Service 6777,HAW,"Generierung,Assistenz,Empfehlung"
Service 6778,HAW,"Sprachverarbeitung,Generierung"
Service 6779,HAW,"Kommunikation,Diagnose,Empfehlung"
Service 6780,HAW,Assistenz
Service 6781,Fraunhofer IPA,"Sprachverarbeitung,Analyse"
Service 6782,SOP,Mustererkennung
Service 6783,HAW,Generierung
Service 6784,SOP,"Generierung,Clustering"
Service 6785,Fraunhofer IPA,Mustererkennung
Service 6786,HAW,"Diagnose,Kommunikation,Mustererkennung"
Service 6787,HAW,"Optimierung,Sprachverarbeitung"
Service 6788,HAW,Kommunikation
Service 6789,HAW,"Sprachverarbeitung,Kommunikation"
Service 6790,Fraunhofer IPA,"Optimierung,Analyse"
Service 6791,Fraunhofer IPA,Assistenz
Service 6792,HAW,"Clustering,Optimierung"
Service 6793,Fraunhofer IPA,Clustering
Service 6794,HAW,"Sprachverarbeitung,Automatisierung,Kommunikation"
Service 6795,HAW,"Ueberwachung,Mustererkennung,Analyse"
Service 6796,HAW,"Sprachverarbeitung,Kommunikation"
Service 6797,Fraunhofer IPA,"Ueberwachung,Diagnose,Analyse"
Service 6798,SOP,Automatisierung
Service 6799,Fraunhofer IPA,"Diagnose,Assistenz"
Service 6800,Fraunhofer IPA,Generierung
Service 6801,HAW,Empfehlung
Service 6802,Fraunhofer IPA,Mustererkennung
Service 6803,Fraunhofer IPA,Kommunikation
Service 6804,Fraunhofer IPA,Ueberwachung
Service 6805,HAW,"Automatisierung,Mustererkennung,Generierung"
Service 6806,HAW,"Generierung,Diagnose"
Service 6807,Fraunhofer IPA,"Sprachverarbeitung,Analyse,Assistenz"
Service 6808,HAW,"Assistenz,Kommunikation"
Service 6809,Fraunhofer IPA,"Optimierung,Kommunikation,Assistenz"
Service 6810,Fraunhofer IPA,Automatisierung
Service 6811,SOP,"Analyse,Mustererkennung,Clustering"
Service 6812,Fraunhofer IPA,"Automatisierung,Sprachverarbeitung,Generierung"
Service 6813,Fraunhofer IPA,Automatisierung
Service 6814,HAW,"Sprachverarbeitung,Empfehlung"
Service 6815,SOP,"Diagnose,Assistenz,Kommunikation"
Service 6816,SOP,"Clustering,Kommunikation,Analyse"
Service 6817,HAW,"Generierung,Ueberwachung"
Service 6818,HAW,"Mustererkennung,Optimierung"
Service 6819,Fraunhofer IPA,"Sprachverarbeitung,Automatisierung"
Service 6820,Fraunhofer IPA,"Mustererkennung,Optimierung"
Service 6821,Fraunhofer IPA,Automatisierung
Service 6822,Fraunhofer IPA,"Kommunikation,Clustering,Diagnose"
Service 6823,Fraunhofer IPA,"Optimierung,Generierung,Ueberwachung"
Service 6824,SOP,Generierung
Service 6825,Fraunhofer IPA,Automatisierung
Service 6826,HAW,"Kommunikation,Sprachverarbeitung"
Service 6827,Fraunhofer IPA,"Optimierung,Ueberwachung"
Service 6828,HAW,"Ueberwachung,Automatisierung"
Service 6829,SOP,"Clustering,Diagnose,Sprachverarbeitung"
Service 6830,SOP,"Kommunikation,Empfehlung,Generierung"
Service 6831,Fraunhofer IPA,Diagnose
Service 6832,HAW,"Mustererkennung,Empfehlung,Sprachverarbeitung"
Service 6833,HAW,Empfehlung
Service 6834,SOP,Analyse
Service 6835,SOP,"Diagnose,Analyse,Ueberwachung"
Service 6836,HAW,"Generierung,Optimierung,Assistenz"
Service 6837,Fraunhofer IPA,"Empfehlung,Generierung"
Service 6838,SOP,"Automatisierung,Ueberwachung,Analyse"
Service 6839,SOP,Ueberwachung
Service 6840,Fraunhofer IPA,Assistenz
Service 6841,SOP,"Kommunikation,Sprachverarbeitung"
Service 6842,Fraunhofer IPA,Sprachverarbeitung
Service 6843,Fraunhofer IPA,"Diagnose,Clustering,Automatisierung"
Service 6844,SOP,"Sprachverarbeitung,Generierung"
Service 6845,HAW,Assistenz
Service 6846,HAW,"Ueberwachung,Optimierung"
Service 6847,HAW,Ueberwachung
Service 6848,HAW,"Sprachverarbeitung,Analyse"
Service 6849,SOP,"Analyse,Ueberwachung"
Service 6850,SOP,"Analyse,Optimierung"
Service 6851,HAW,"Diagnose,Clustering,Optimierung"
Service 6852,Fraunhofer IPA,"Automatisierung,Optimierung,Diagnose"
Service 6853,HAW,"Mustererkennung,Automatisierung,Kommunikation"
Service 6854,SOP,"Kommunikation,Sprachverarbeitung,Automatisierung"
Service 6855,HAW,Diagnose
Service 6856,SOP,Automatisierung
Service 6857,SOP,Automatisierung
Service 6858,SOP,"Automatisierung,Assistenz"
Service 6859,SOP,"Assistenz,Optimierung,Ueberwachung"
Service 6860,Fraunhofer IPA,Kommunikation
Service 6861,HAW,"Generierung,Kommunikation,Empfehlung"
Service 6862,Fraunhofer IPA,"Mustererkennung,Empfehlung"
Service 6863,Fraunhofer IPA,"Ueberwachung,Generierung,Diagnose"
Service 6864,SOP,"Kommunikation,Optimierung"
Service 6865,HAW,Optimierung
Service 6866,SOP,"Mustererkennung,Automatisierung,Generierung"
Service 6867,HAW,Empfehlung
Service 6868,Fraunhofer IPA,"Ueberwachung,Optimierung,Sprachverarbeitung"
Service 6869,Fraunhofer IPA,"Generierung,Clustering,Sprachverarbeitung"
Service 6870,SOP,Generierung
Service 6871,Fraunhofer IPA,Sprachverarbeitung
Service 6872,Fraunhofer IPA,"Assistenz,Ueberwachung,Generierung"
Service 6873,Fraunhofer IPA,"Generierung,Optimierung"
Service 6874,Fraunhofer IPA,"Optimierung,Clustering"
Service 6875,SOP,"Kommunikation,Generierung"
Service 6876,HAW,"Automatisierung,Mustererkennung"
Service 6877,HAW,Sprachverarbeitung
Service 6878,SOP,Generierung
Service 6879,SOP,"Clustering,Analyse,Mustererkennung"
Service 6880,Fraunhofer IPA,Diagnose
Service 6881,Fraunhofer IPA,"Analyse,Clustering"
Service 6882,SOP,Sprachverarbeitung
Service 6883,HAW,Kommunikation
Service 6884,SOP,Analyse
Service 6885,Fraunhofer IPA,"Clustering,Diagnose,Automatisierung"
Service 6886,SOP,"Analyse,Automatisierung,Kommunikation"
Service 6887,Fraunhofer IPA,Clustering
Service 6888,SOP,Diagnose
Service 6889,Fraunhofer IPA,"Kommunikation,Analyse"
Service 6890,SOP,"Optimierung,Clustering,Empfehlung"
Service 6891,Fraunhofer IPA,"Automatisierung,Sprachverarbeitung"
Service 6892,SOP,"Automatisierung,Ueberwachung"
Service 6893,Fraunhofer IPA,"Clustering,Empfehlung,Sprachverarbeitung"
Service 6894,Fraunhofer IPA,Empfehlung
Service 6895,HAW,Generierung
Service 6896,HAW,"Ueberwachung,Optimierung,Analyse"
Service 6897,Fraunhofer IPA,"Kommunikation,Assistenz"
Service 6898,SOP,"Assistenz,Automatisierung,Optimierung"
Service 6899,HAW,Generierung
Service 6900,Fraunhofer IPA,"Clustering,Diagnose"
Service 6901,HAW,Diagnose
Service 6902,HAW,"Generierung,Assistenz,Clustering"
Service 6903,HAW,"Generierung,Empfehlung,Kommunikation"
Service 6904,HAW,Clustering
Service 6905,SOP,Assistenz
Service 6906,Fraunhofer IPA,Assistenz
Service 6907,HAW,"Ueberwachung,Assistenz,Diagnose"
Service 6908,Fraunhofer IPA,"Analyse,Mustererkennung"
Service 6909,HAW,"Mustererkennung,Kommunikation"
Service 6910,HAW,"Automatisierung,Mustererkennung"
Service 6911,SOP,Assistenz
Service 6912,Fraunhofer IPA,Kommunikation
Service 6913,SOP,"Ueberwachung,Sprachverarbeitung,Mustererkennung"
Service 6914,Fraunhofer IPA,"Kommunikation,Mustererkennung"
Service 6915,SOP,"Sprachverarbeitung,Automatisierung,Analyse"
Service 6916,SOP,"Diagnose,Ueberwachung"
Service 6917,Fraunhofer IPA,"Automatisierung,Sprachverarbeitung"
Service 6918,SOP,"Automatisierung,Clustering,Optimierung"
Service 6919,HAW,"Automatisierung,Mustererkennung"
Service 6920,SOP,Clustering
Service 6921,Fraunhofer IPA,Clustering
Service 6922,SOP,Assistenz
Service 6923,SOP,"Assistenz,Mustererkennung"
Service 6924,HAW,"Mustererkennung,Assistenz"
Service 6925,HAW,"Clustering,Sprachverarbeitung"
Service 6926,Fraunhofer IPA,"Kommunikation,Clustering"
Service 6927,SOP,Automatisierung
Service 6928,SOP,Empfehlung
Service 6929,Fraunhofer IPA,Generierung
Service 6930,HAW,"Sprachverarbeitung,Analyse"
Service 6931,Fraunhofer IPA,"Kommunikation,Mustererkennung,Ueberwachung"
Service 6932,HAW,"Mustererkennung,Assistenz,Empfehlung"
Service 6933,Fraunhofer IPA,Analyse
Service 6934,SOP,"Kommunikation,Automatisierung"
Service 6935,HAW,Optimierung
Service 6936,SOP,"Generierung,Mustererkennung,Optimierung"
Service 6937,SOP,Automatisierung
Service 6938,SOP,"Generierung,Empfehlung"
Service 6939,Fraunhofer IPA,"Analyse,Sprachverarbeitung"
Service 6940,Fraunhofer IPA,"Diagnose,Mustererkennung,Clustering"
Service 6941,Fraunhofer IPA,"Optimierung,Automatisierung"
Service 6942,HAW,Kommunikation
Service 6943,HAW,"Empfehlung,Diagnose"
Service 6944,Fraunhofer IPA,"Sprachverarbeitung,Automatisierung,Analyse"
