Name,Typ,DurchsatzProStunde,Werkstoff,Werkzeuge,Bearbeitungsart
Maschine 4258,Drehmaschine,191,Stein,"Bohrer,Prismenfräser,Messer",Drehen
Maschine 4259,Verpackungsmaschine,9256,Kunststoff,Foerderband,Biegen
Maschine 4260,Druckmaschine,4201,"Papier,Textil",Lackierpistole,Lackieren
Maschine 4261,Schleifmaschine,1933,"Stein,Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 4262,Druckmaschine,2168,"Textil,Holz,Keramik","Tintenstrahl,Heizelement,Laser",Lackieren
Maschine 4263,FTS,1443,"Glas,Gummi",Greifer,Transportieren
Maschine 4264,Roboterarm,1281,Metall,"Schleifpapier,Wasserstrahl",Lackieren
Maschine 4265,Wasserstrahlschneidmaschine,2339,"Beton,Kunststoff,Stein",Wasserstrahl,Schneiden
Maschine 4266,Wasserstrahlschneidmaschine,604,"Stein,Glas,Beton",Wasserstrahl,Schneiden
Maschine 4267,Laserschneidmaschine,8842,"Glas,Stein",Laser,"Bohren,Stanzen"
Maschine 4268,Presse,6013,"Kunststoff,Holz",Messer,Pressen
Maschine 4269,Druckmaschine,2771,"Holz,Keramik,Papier",Lackierpistole,Drucken
Maschine 4270,FTS,5198,"Keramik,Metall,Beton",Greifer,Transportieren
Maschine 4271,Druckmaschine,1957,Keramik,"Tintenstrahl,Lackierpistole,Laser",Drucken
Maschine 4272,Lackiermaschine,3467,"Metall,Holz,Stein",Lackierpistole,Lackieren
Maschine 4273,Presse,9577,Metall,Messer,Stanzen
Maschine 4274,Wasserstrahlschneidmaschine,9371,Metall,Wasserstrahl,Schneiden
Maschine 4275,CNC-Fräse,6880,"Holz,Stein,Kunststoff",Bohrer,"Schleifen,Schneiden,Fräsen"
Maschine 4276,Spritzgussmaschine,9990,Metall,Duese,Giessen
Maschine 4277,Laserschneidmaschine,514,"Holz,Verbundwerkstoff,Metall",Laser,Bohren
Maschine 4278,Lackiermaschine,808,Kunststoff,Lackierpistole,Lackieren
Maschine 4279,Verpackungsmaschine,128,Kunststoff,Foerderband,Transportieren
Maschine 4280,Verpackungsmaschine,9294,Papier,Foerderband,Biegen
Maschine 4281,Drehmaschine,5443,"Metall,Kunststoff,Holz","Bohrer,Prismenfräser",Drehen
Maschine 4282,Spritzgussmaschine,1783,Metall,Duese,Giessen
Maschine 4283,Schleifmaschine,4527,Metall,Schleifpapier,Schleifen
Maschine 4284,Schleifmaschine,3381,"Kunststoff,Metall,Holz",Schleifpapier,Schleifen
Maschine 4285,Drehmaschine,2784,Holz,Prismenfräser,Drehen
Maschine 4286,Drehmaschine,7034,"Holz,Metall",Prismenfräser,Drehen
Maschine 4287,Roboterarm,4588,"Metall,Gummi","Schleifpapier,Elektrode","Transportieren,3D-Drucken,Lackieren"
Maschine 4288,CNC-Fräse,2119,"Holz,Kunststoff,Metall","Bohrer,Prismenfräser,Walzfräser","Schleifen,Schneiden,Fräsen"
Maschine 4289,CNC-Fräse,4701,"Holz,Stein,Metall","Prismenfräser,Walzfräser,Bohrer",Schneiden
Maschine 4290,Presse,6296,Metall,Messer,Stanzen
Maschine 4291,Spritzgussmaschine,9958,Metall,Duese,Giessen
Maschine 4292,Schleifmaschine,9919,"Metall,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 4293,CNC-Fräse,5710,"Holz,Kunststoff",Prismenfräser,Drehen
Maschine 4294,Druckmaschine,6362,Keramik,"Heizelement,Lackierpistole",Drucken
Maschine 4295,Druckmaschine,680,Keramik,"Tintenstrahl,Laser,Lackierpistole",Drucken
Maschine 4296,Verpackungsmaschine,7557,Papier,Foerderband,Biegen
Maschine 4297,Drehmaschine,4329,Stein,"Bohrer,Messer",Drehen
Maschine 4298,Wasserstrahlschneidmaschine,5010,"Verbundwerkstoff,Beton,Glas",Wasserstrahl,Schneiden
Maschine 4299,Drehmaschine,3056,"Stein,Metall,Holz","Prismenfräser,Walzfräser,Messer",Drehen
Maschine 4300,Lackiermaschine,5930,"Holz,Stein,Kunststoff",Lackierpistole,Lackieren
Maschine 4301,Roboterarm,2537,"Holz,Stein",Elektrode,"Schneiden,Lackieren"
Maschine 4302,Spritzgussmaschine,6897,Metall,Duese,Giessen
Maschine 4303,Laserschneidmaschine,4239,"Metall,Verbundwerkstoff",Heizelement,"Schneiden,Fräsen,Stanzen"
Maschine 4304,Verpackungsmaschine,5544,Kunststoff,Foerderband,Biegen
Maschine 4305,Verpackungsmaschine,5610,Kunststoff,Foerderband,Biegen
Maschine 4306,Druckmaschine,3366,Textil,"Lackierpistole,Heizelement,Laser",Drucken
Maschine 4307,Verpackungsmaschine,970,Kunststoff,Foerderband,Transportieren
Maschine 4308,Verpackungsmaschine,5377,Kunststoff,Foerderband,Biegen
Maschine 4309,Wasserstrahlschneidmaschine,4984,Stein,Wasserstrahl,Schneiden
Maschine 4310,Wasserstrahlschneidmaschine,5009,"Metall,Kunststoff",Wasserstrahl,Schneiden
Maschine 4311,Druckmaschine,7494,"Holz,Textil,Keramik","Tintenstrahl,Laser",Drucken
Maschine 4312,Laserschneidmaschine,1131,"Holz,Kunststoff",Heizelement,"Fräsen,Schneiden,Stanzen"
Maschine 4313,Roboterarm,5014,"Holz,Papier","Greifer,Messer",Fräsen
Maschine 4314,CNC-Fräse,6587,"Kunststoff,Metall,Stein",Prismenfräser,"Drehen,Drehen"
Maschine 4315,Wasserstrahlschneidmaschine,3102,"Keramik,Verbundwerkstoff,Kunststoff",Wasserstrahl,Schneiden
Maschine 4316,Schleifmaschine,117,Stein,Schleifpapier,Schleifen
Maschine 4317,Laserschneidmaschine,9818,"Stein,Holz",Laser,Fräsen
Maschine 4318,CNC-Fräse,23,Stein,"Prismenfräser,Bohrer","Drehen,Fräsen"
Maschine 4319,Verpackungsmaschine,2085,Papier,Foerderband,Biegen
Maschine 4320,Druckmaschine,3442,"Textil,Papier,Holz","Tintenstrahl,Laser",Lackieren
Maschine 4321,CNC-Fräse,722,Kunststoff,"Prismenfräser,Bohrer","Drehen,Fräsen"
Maschine 4322,Lackiermaschine,11,"Glas,Kunststoff",Lackierpistole,Lackieren
Maschine 4323,3D-Drucker,185,Metall,Greifer,3D-Drucken
Maschine 4324,Drehmaschine,956,"Metall,Stein",Messer,Drehen
Maschine 4325,Verpackungsmaschine,5870,Kunststoff,Foerderband,Biegen
Maschine 4326,Laserschneidmaschine,7561,Stein,Heizelement,"Schneiden,Fräsen"
Maschine 4327,Verpackungsmaschine,2622,Papier,Foerderband,Transportieren
Maschine 4328,Druckmaschine,8782,"Holz,Papier,Textil","Laser,Lackierpistole",Drucken
Maschine 4329,Lackiermaschine,3517,Glas,Lackierpistole,Lackieren
Maschine 4330,Drehmaschine,1112,"Stein,Metall",Messer,Drehen
Maschine 4331,Drehmaschine,1972,"Metall,Stein","Walzfräser,Messer",Drehen
Maschine 4332,FTS,199,"Holz,Metall,Verbundwerkstoff",Greifer,Transportieren
Maschine 4333,Presse,9043,"Holz,Metall",Messer,Pressen
Maschine 4334,Spritzgussmaschine,1627,Metall,Duese,Giessen
Maschine 4335,Laserschneidmaschine,3006,"Verbundwerkstoff,Stein",Laser,"Fräsen,Schneiden,Stanzen"
Maschine 4336,Verpackungsmaschine,9342,Papier,Foerderband,Biegen
Maschine 4337,Druckmaschine,2249,"Textil,Papier,Keramik","Lackierpistole,Laser,Tintenstrahl",Lackieren
Maschine 4338,Lackiermaschine,7522,"Stein,Verbundwerkstoff,Kunststoff",Lackierpistole,Lackieren
Maschine 4339,Lackiermaschine,2200,"Glas,Holz,Metall",Lackierpistole,Lackieren
Maschine 4340,Wasserstrahlschneidmaschine,5344,"Verbundwerkstoff,Metall,Glas",Wasserstrahl,Schneiden
Maschine 4341,Drehmaschine,9439,Kunststoff,Prismenfräser,Drehen
Maschine 4342,Lackiermaschine,9194,"Holz,Glas,Stein",Lackierpistole,Lackieren
Maschine 4343,Drehmaschine,4922,"Stein,Metall,Kunststoff","Messer,Prismenfräser",Drehen
Maschine 4344,Presse,5654,Holz,Messer,Pressen
Maschine 4345,Druckmaschine,5026,"Keramik,Textil",Tintenstrahl,Drucken
Maschine 4346,Verpackungsmaschine,1276,Kunststoff,Foerderband,Biegen
Maschine 4347,FTS,8360,Textil,Greifer,Transportieren
Maschine 4348,Drehmaschine,516,"Kunststoff,Stein,Holz",Prismenfräser,Drehen
Maschine 4349,Wasserstrahlschneidmaschine,4620,"Kunststoff,Keramik",Wasserstrahl,Schneiden
Maschine 4350,Druckmaschine,3122,Holz,"Tintenstrahl,Heizelement,Lackierpistole",Drucken
Maschine 4351,Laserschneidmaschine,322,Kunststoff,Laser,"Stanzen,Schneiden,Bohren"
Maschine 4352,Presse,6341,"Metall,Kunststoff",Messer,Stanzen
Maschine 4353,Verpackungsmaschine,4280,Kunststoff,Foerderband,Transportieren
Maschine 4354,Spritzgussmaschine,98,Metall,Duese,Giessen
Maschine 4355,Wasserstrahlschneidmaschine,1430,"Glas,Verbundwerkstoff,Beton",Wasserstrahl,Schneiden
Maschine 4356,Druckmaschine,3120,Papier,"Laser,Lackierpistole",Drucken
Maschine 4357,Laserschneidmaschine,4001,"Metall,Kunststoff,Glas",Heizelement,Schneiden
Maschine 4358,Lackiermaschine,9466,"Metall,Holz,Kunststoff",Lackierpistole,Lackieren
Maschine 4359,Druckmaschine,6979,"Textil,Papier","Heizelement,Lackierpistole,Tintenstrahl",Drucken
Maschine 4360,Drehmaschine,9419,Stein,Walzfräser,Drehen
Maschine 4361,CNC-Fräse,3054,"Kunststoff,Metall",Walzfräser,"Drehen,Schneiden,Drehen"
Maschine 4362,3D-Drucker,1184,Metall,Greifer,3D-Drucken
Maschine 4363,Roboterarm,6311,"Holz,Stein","Lackierpistole,Wasserstrahl,Messer",Schneiden
Maschine 4364,Lackiermaschine,84,Holz,Lackierpistole,Lackieren
Maschine 4365,3D-Drucker,4332,Metall,Duese,3D-Drucken
Maschine 4366,Lackiermaschine,582,"Metall,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 4367,Verpackungsmaschine,2964,Kunststoff,Foerderband,Transportieren
Maschine 4368,Laserschneidmaschine,5590,"Verbundwerkstoff,Holz,Kunststoff",Laser,"Stanzen,Schneiden,Bohren"
Maschine 4369,Spritzgussmaschine,6275,Metall,Duese,Giessen
Maschine 4370,Drehmaschine,2216,"Stein,Kunststoff,Metall","Prismenfräser,Walzfräser",Drehen
Maschine 4371,Roboterarm,937,"Metall,Papier,Stein",Lackierpistole,"3D-Drucken,Schleifen,Schneiden"
Maschine 4372,Presse,6084,"Holz,Kunststoff",Messer,Stanzen
Maschine 4373,Verpackungsmaschine,4240,Papier,Foerderband,Transportieren
Maschine 4374,Presse,9535,"Metall,Kunststoff,Holz",Messer,Stanzen
Maschine 4375,Drehmaschine,450,Kunststoff,"Walzfräser,Messer",Drehen
Maschine 4376,Wasserstrahlschneidmaschine,8384,"Holz,Keramik",Wasserstrahl,Schneiden
Maschine 4377,Roboterarm,6401,Papier,"Elektrode,Bohrer",Schweißen
Maschine 4378,Presse,7624,"Kunststoff,Metall",Messer,Stanzen
Maschine 4379,Laserschneidmaschine,6654,"Stein,Verbundwerkstoff,Kunststoff",Laser,Stanzen
Maschine 4380,Lackiermaschine,891,"Glas,Verbundwerkstoff,Metall",Lackierpistole,Lackieren
Maschine 4381,3D-Drucker,9166,Kunststoff,Greifer,3D-Drucken
Maschine 4382,Druckmaschine,2245,"Papier,Holz,Keramik","Tintenstrahl,Lackierpistole",Lackieren
Maschine 4383,CNC-Fräse,7567,"Stein,Kunststoff","Prismenfräser,Bohrer",Schleifen
Maschine 4384,Druckmaschine,429,"Papier,Textil,Keramik","Tintenstrahl,Lackierpistole,Heizelement",Drucken
Maschine 4385,Drehmaschine,1126,"Holz,Stein","Bohrer,Messer",Drehen
Maschine 4386,Lackiermaschine,7365,"Metall,Kunststoff,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 4387,Druckmaschine,3119,"Papier,Holz,Textil",Laser,Drucken
Maschine 4388,CNC-Fräse,4006,Stein,"Prismenfräser,Bohrer",Schleifen
Maschine 4389,Roboterarm,7413,"Stein,Beton,Papier",Wolframelektrode,Drehen
Maschine 4390,Drehmaschine,5904,"Holz,Metall",Walzfräser,Drehen
Maschine 4391,Lackiermaschine,5321,Glas,Lackierpistole,Lackieren
Maschine 4392,Laserschneidmaschine,7301,"Metall,Stein,Holz",Heizelement,"Stanzen,Bohren"
Maschine 4393,CNC-Fräse,8502,"Metall,Kunststoff","Bohrer,Prismenfräser","Schneiden,Fräsen,Drehen"
Maschine 4394,Druckmaschine,1167,"Holz,Papier,Keramik","Lackierpistole,Heizelement,Tintenstrahl",Lackieren
Maschine 4395,Laserschneidmaschine,3966,Verbundwerkstoff,Laser,"Fräsen,Bohren"
Maschine 4396,Wasserstrahlschneidmaschine,6403,Verbundwerkstoff,Wasserstrahl,Schneiden
Maschine 4397,Spritzgussmaschine,7602,Metall,Duese,Giessen
Maschine 4398,3D-Drucker,6189,Kunststoff,Greifer,3D-Drucken
Maschine 4399,Spritzgussmaschine,4591,Metall,Duese,Giessen
Maschine 4400,Wasserstrahlschneidmaschine,558,Beton,Wasserstrahl,Schneiden
Maschine 4401,Presse,7954,"Metall,Kunststoff,Holz",Messer,Pressen
Maschine 4402,CNC-Fräse,8986,Holz,Walzfräser,"Schneiden,Drehen"
Maschine 4403,Schleifmaschine,2051,Kunststoff,Schleifpapier,Schleifen
Maschine 4404,Spritzgussmaschine,7021,Metall,Duese,Giessen
Maschine 4405,Lackiermaschine,4335,"Stein,Kunststoff",Lackierpistole,Lackieren
Maschine 4406,FTS,6812,Kunststoff,Greifer,Transportieren
Maschine 4407,3D-Drucker,2810,Kunststoff,Duese,3D-Drucken
Maschine 4408,FTS,6705,"Holz,Glas",Greifer,Transportieren
Maschine 4409,Schleifmaschine,1737,"Holz,Metall",Schleifpapier,Schleifen
Maschine 4410,Roboterarm,2039,Stein,Lackierpistole,"3D-Drucken,Schneiden"
Maschine 4411,Druckmaschine,9390,"Holz,Papier","Laser,Heizelement,Tintenstrahl",Drucken
Maschine 4412,Wasserstrahlschneidmaschine,9671,"Holz,Metall,Kunststoff",Wasserstrahl,Schneiden
Maschine 4413,Lackiermaschine,2073,Kunststoff,Lackierpistole,Lackieren
Maschine 4414,Drehmaschine,2544,"Metall,Stein","Messer,Walzfräser",Drehen
Maschine 4415,Wasserstrahlschneidmaschine,1949,Glas,Wasserstrahl,Schneiden
Maschine 4416,Verpackungsmaschine,7424,Papier,Foerderband,Biegen
Maschine 4417,3D-Drucker,5062,Kunststoff,Greifer,3D-Drucken
Maschine 4418,Wasserstrahlschneidmaschine,5794,"Holz,Metall",Wasserstrahl,Schneiden
Maschine 4419,Drehmaschine,1566,"Kunststoff,Holz",Prismenfräser,Drehen
Maschine 4420,Spritzgussmaschine,2954,Metall,Duese,Giessen
Maschine 4421,Druckmaschine,4748,"Keramik,Holz","Heizelement,Tintenstrahl",Lackieren
Maschine 4422,Laserschneidmaschine,915,Kunststoff,Heizelement,"Stanzen,Bohren,Fräsen"
Maschine 4423,FTS,9807,"Metall,Gummi",Greifer,Transportieren
Maschine 4424,Schleifmaschine,8431,Kunststoff,Schleifpapier,Schleifen
Maschine 4425,Spritzgussmaschine,8050,Metall,Duese,Giessen
Maschine 4426,Presse,2120,"Kunststoff,Metall,Holz",Messer,Pressen
Maschine 4427,Wasserstrahlschneidmaschine,6391,"Kunststoff,Glas",Wasserstrahl,Schneiden
Maschine 4428,Drehmaschine,7298,"Kunststoff,Stein,Holz","Bohrer,Prismenfräser",Drehen
Maschine 4429,CNC-Fräse,8189,"Holz,Metall","Walzfräser,Bohrer,Prismenfräser","Drehen,Schneiden,Drehen"
Maschine 4430,Verpackungsmaschine,5658,Papier,Foerderband,Transportieren
Maschine 4431,Schleifmaschine,6735,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 4432,Druckmaschine,332,"Textil,Papier","Laser,Lackierpistole",Drucken
Maschine 4433,FTS,3163,"Beton,Stein",Greifer,Transportieren
Maschine 4434,Druckmaschine,9633,Papier,"Heizelement,Laser,Lackierpistole",Lackieren
Maschine 4435,Wasserstrahlschneidmaschine,2411,"Stein,Holz,Metall",Wasserstrahl,Schneiden
Maschine 4436,Wasserstrahlschneidmaschine,5262,Glas,Wasserstrahl,Schneiden
Maschine 4437,Verpackungsmaschine,1909,Kunststoff,Foerderband,Biegen
Maschine 4438,Presse,679,"Metall,Kunststoff",Messer,Pressen
Maschine 4439,Drehmaschine,8394,Metall,"Prismenfräser,Messer,Bohrer",Drehen
Maschine 4440,Drehmaschine,1233,"Kunststoff,Stein,Metall","Bohrer,Messer,Walzfräser",Drehen
Maschine 4441,Schleifmaschine,8133,"Metall,Stein,Holz",Schleifpapier,Schleifen
Maschine 4442,Druckmaschine,1610,Textil,Laser,Drucken
Maschine 4443,Spritzgussmaschine,3653,Metall,Duese,Giessen
Maschine 4444,Laserschneidmaschine,8305,"Holz,Verbundwerkstoff,Glas",Laser,Stanzen
Maschine 4445,FTS,9960,"Textil,Glas",Greifer,Transportieren
Maschine 4446,Schleifmaschine,5928,Metall,Schleifpapier,Schleifen
Maschine 4447,CNC-Fräse,6811,"Metall,Stein","Walzfräser,Bohrer,Prismenfräser","Drehen,Schleifen"
Maschine 4448,3D-Drucker,5687,Metall,Greifer,3D-Drucken
Maschine 4449,FTS,3259,"Gummi,Holz",Greifer,Transportieren
Maschine 4450,Lackiermaschine,2546,"Holz,Metall,Kunststoff",Lackierpistole,Lackieren
Maschine 4451,Drehmaschine,9853,Metall,"Messer,Bohrer",Drehen
Maschine 4452,3D-Drucker,5215,Metall,Greifer,3D-Drucken
Maschine 4453,Druckmaschine,5106,"Keramik,Holz,Textil",Lackierpistole,Drucken
Maschine 4454,Laserschneidmaschine,3117,"Glas,Verbundwerkstoff",Laser,Schneiden
Maschine 4455,Roboterarm,5740,"Glas,Verbundwerkstoff,Kunststoff","Schleifpapier,Greifer","Biegen,3D-Drucken,Transportieren"
Maschine 4456,Schleifmaschine,6476,"Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 4457,Wasserstrahlschneidmaschine,2821,"Kunststoff,Beton,Metall",Wasserstrahl,Schneiden
Maschine 4458,FTS,1740,"Textil,Kunststoff",Greifer,Transportieren
Maschine 4459,Schleifmaschine,4416,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 4460,Schleifmaschine,9126,"Stein,Holz,Kunststoff",Schleifpapier,Schleifen
Maschine 4461,Schleifmaschine,1087,"Metall,Stein",Schleifpapier,Schleifen
Maschine 4462,CNC-Fräse,7184,"Metall,Stein,Kunststoff","Bohrer,Walzfräser,Prismenfräser",Fräsen
Maschine 4463,Laserschneidmaschine,4362,"Holz,Verbundwerkstoff,Kunststoff",Heizelement,Stanzen
Maschine 4464,Druckmaschine,7431,"Textil,Keramik,Holz","Tintenstrahl,Laser,Heizelement",Lackieren
Maschine 4465,Presse,9210,Holz,Messer,Pressen
Maschine 4466,Drehmaschine,3428,Metall,"Bohrer,Messer",Drehen
Maschine 4467,3D-Drucker,8934,Kunststoff,Greifer,3D-Drucken
Maschine 4468,Drehmaschine,8740,"Metall,Kunststoff,Holz",Walzfräser,Drehen
Maschine 4469,Schleifmaschine,8220,"Metall,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 4470,CNC-Fräse,9578,Kunststoff,"Prismenfräser,Walzfräser,Bohrer","Fräsen,Drehen,Drehen"
Maschine 4471,FTS,6618,"Metall,Gummi,Stein",Greifer,Transportieren
Maschine 4472,Lackiermaschine,3965,Stein,Lackierpistole,Lackieren
Maschine 4473,CNC-Fräse,8415,"Metall,Kunststoff",Walzfräser,Drehen
Maschine 4474,Spritzgussmaschine,7305,Metall,Duese,Giessen
Maschine 4475,FTS,375,"Beton,Metall",Greifer,Transportieren
Maschine 4476,Druckmaschine,4021,"Papier,Textil,Keramik","Tintenstrahl,Laser,Lackierpistole",Lackieren
Maschine 4477,FTS,2140,"Beton,Glas,Stein",Greifer,Transportieren
Maschine 4478,3D-Drucker,3498,Metall,Duese,3D-Drucken
Maschine 4479,Verpackungsmaschine,7675,Kunststoff,Foerderband,Biegen
Maschine 4480,CNC-Fräse,6274,"Kunststoff,Holz,Metall","Walzfräser,Prismenfräser,Bohrer",Drehen
Maschine 4481,FTS,8970,"Papier,Beton,Keramik",Greifer,Transportieren
Maschine 4482,Verpackungsmaschine,8900,Kunststoff,Foerderband,Biegen
Maschine 4483,Roboterarm,4192,"Kunststoff,Verbundwerkstoff","Elektrode,Schleifpapier","Schneiden,Bohren"
Maschine 4484,CNC-Fräse,4303,Kunststoff,"Prismenfräser,Bohrer,Walzfräser","Drehen,Drehen"
Maschine 4485,Spritzgussmaschine,7615,Metall,Duese,Giessen
Maschine 4486,Lackiermaschine,1743,Metall,Lackierpistole,Lackieren
Maschine 4487,3D-Drucker,5418,Metall,Greifer,3D-Drucken
Maschine 4488,Presse,3767,"Kunststoff,Metall",Messer,Stanzen
Maschine 4489,Laserschneidmaschine,4358,"Glas,Stein,Kunststoff",Heizelement,"Schneiden,Stanzen"
Maschine 4490,Druckmaschine,5228,Papier,"Tintenstrahl,Heizelement",Drucken
Maschine 4491,CNC-Fräse,519,"Metall,Stein,Kunststoff","Bohrer,Walzfräser,Prismenfräser",Fräsen
Maschine 4492,3D-Drucker,4100,Kunststoff,Greifer,3D-Drucken
Maschine 4493,Druckmaschine,8562,"Papier,Textil,Holz","Heizelement,Laser,Lackierpistole",Drucken
Maschine 4494,3D-Drucker,7513,Metall,Greifer,3D-Drucken
Maschine 4495,CNC-Fräse,1213,"Holz,Metall","Prismenfräser,Bohrer,Walzfräser","Fräsen,Drehen"
Maschine 4496,Verpackungsmaschine,4172,Papier,Foerderband,Transportieren
Maschine 4497,Wasserstrahlschneidmaschine,9372,Beton,Wasserstrahl,Schneiden
Maschine 4498,Roboterarm,8253,Gummi,Lackierpistole,"3D-Drucken,Schneiden,Fräsen"
Maschine 4499,3D-Drucker,2866,Metall,Duese,3D-Drucken
Maschine 4500,Roboterarm,4436,"Glas,Papier",Messer,"Schweißen,Schneiden"
Maschine 4501,Drehmaschine,796,"Metall,Stein","Messer,Prismenfräser",Drehen
Maschine 4502,3D-Drucker,5384,Metall,Greifer,3D-Drucken
Maschine 4503,Drehmaschine,9005,"Holz,Kunststoff,Stein",Prismenfräser,Drehen
Maschine 4504,Drehmaschine,1026,"Holz,Stein,Metall",Prismenfräser,Drehen
Maschine 4505,FTS,1452,"Beton,Keramik,Holz",Greifer,Transportieren
Maschine 4506,Schleifmaschine,1080,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 4507,Presse,3097,"Holz,Metall,Kunststoff",Messer,Pressen
Maschine 4508,Verpackungsmaschine,4608,Papier,Foerderband,Transportieren
Maschine 4509,CNC-Fräse,5220,"Metall,Holz","Walzfräser,Prismenfräser,Bohrer","Drehen,Fräsen"
Maschine 4510,Druckmaschine,2272,"Textil,Papier,Holz","Lackierpistole,Laser,Tintenstrahl",Lackieren
Maschine 4511,Presse,5381,"Kunststoff,Metall,Holz",Messer,Stanzen
Maschine 4512,CNC-Fräse,9999,Metall,"Bohrer,Walzfräser,Prismenfräser","Fräsen,Drehen,Schleifen"
Maschine 4513,Schleifmaschine,9580,"Metall,Holz",Schleifpapier,Schleifen
Maschine 4514,Presse,7711,"Kunststoff,Metall",Messer,Pressen
Maschine 4515,Drehmaschine,2799,"Stein,Metall,Holz","Bohrer,Prismenfräser,Messer",Drehen
Maschine 4516,Roboterarm,2570,"Papier,Keramik",Lackierpistole,"Schleifen,3D-Drucken"
Maschine 4517,Laserschneidmaschine,6954,Stein,Laser,"Stanzen,Schneiden"
Maschine 4518,Drehmaschine,8018,"Stein,Holz","Prismenfräser,Walzfräser,Bohrer",Drehen
Maschine 4519,Drehmaschine,7434,"Kunststoff,Stein,Holz","Bohrer,Walzfräser",Drehen
Maschine 4520,Presse,5491,Holz,Messer,Pressen
Maschine 4521,Presse,9281,"Kunststoff,Metall,Holz",Messer,Pressen
Maschine 4522,Druckmaschine,8414,Keramik,Laser,Lackieren
Maschine 4523,Roboterarm,4275,Holz,"Wolframelektrode,Schleifpapier,Greifer","Schleifen,Fräsen,3D-Drucken"
Maschine 4524,Lackiermaschine,1758,"Verbundwerkstoff,Stein,Kunststoff",Lackierpistole,Lackieren
Maschine 4525,3D-Drucker,4239,Kunststoff,Greifer,3D-Drucken
Maschine 4526,Verpackungsmaschine,4191,Kunststoff,Foerderband,Transportieren
Maschine 4527,FTS,891,"Gummi,Metall",Greifer,Transportieren
Maschine 4528,Laserschneidmaschine,7248,"Stein,Metall",Laser,"Stanzen,Schneiden,Fräsen"
Maschine 4529,Lackiermaschine,4865,"Kunststoff,Holz,Stein",Lackierpistole,Lackieren
Maschine 4530,Drehmaschine,6463,"Stein,Metall,Holz","Bohrer,Walzfräser,Messer",Drehen
Maschine 4531,Roboterarm,5919,"Kunststoff,Metall","Bohrer,Greifer,Wasserstrahl","Drehen,Bohren"
Maschine 4532,Lackiermaschine,9108,Stein,Lackierpistole,Lackieren
Maschine 4533,Drehmaschine,9473,"Stein,Kunststoff,Metall",Messer,Drehen
Maschine 4534,Spritzgussmaschine,2148,Metall,Duese,Giessen
Maschine 4535,Presse,2233,Kunststoff,Messer,Stanzen
Maschine 4536,Schleifmaschine,3251,"Stein,Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 4537,CNC-Fräse,1316,Kunststoff,Prismenfräser,"Drehen,Drehen"
Maschine 4538,Presse,6747,Kunststoff,Messer,Pressen
Maschine 4539,Laserschneidmaschine,4758,"Kunststoff,Metall",Laser,"Bohren,Schneiden"
Maschine 4540,Lackiermaschine,649,"Verbundwerkstoff,Metall,Glas",Lackierpistole,Lackieren
Maschine 4541,Roboterarm,4857,"Stein,Keramik","Schleifpapier,Lackierpistole","Drehen,Lackieren,Schweißen"
Maschine 4542,Roboterarm,3684,Metall,"Greifer,Elektrode","Schleifen,Transportieren"
Maschine 4543,CNC-Fräse,2776,"Holz,Stein","Prismenfräser,Walzfräser","Schneiden,Fräsen"
Maschine 4544,Laserschneidmaschine,3927,"Kunststoff,Metall",Laser,"Fräsen,Schneiden,Stanzen"
